KIT	1	Imatinib;Nilotinib, Sorafenib;Imatinib;Imatinib;Imatinib;Sunitinib;Regorafenib, Sunitinib, Imatinib;Imatinib;Sunitinib;Nilotinib, Dasatinib;Nilotinib;Sunitinib, Imatinib;Imatinib;Imatinib;Sunitinib, Imatinib;Sorafenib;Nilotinib;Imatinib;Nilotinib, Dasatinib, Sorafenib;Imatinib;Regorafenib, Sunitinib;Imatinib;Sunitinib;Dasatinib, Sorafenib;Dasatinib;Dasatinib;Nilotinib, Sorafenib;Nilotinib;Regorafenib;Sunitinib, Imatinib;Sunitinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Nilotinib, Sorafenib;Regorafenib;Regorafenib, Sunitinib, Imatinib;Imatinib;Sunitinib;Dasatinib;Imatinib;Nilotinib;Sunitinib;Sunitinib;Sunitinib, Imatinib;Imatinib;Sorafenib;Imatinib;Sunitinib, Imatinib;Regorafenib, Sunitinib, Imatinib;Imatinib;Sunitinib;Nilotinib, Dasatinib;Regorafenib, Sunitinib, Imatinib;Imatinib;Regorafenib;Imatinib;Regorafenib, Sunitinib, Imatinib;Imatinib;Imatinib;Imatinib;Dasatinib;Imatinib;Sunitinib, Imatinib;Imatinib;NONE	OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;InTOgen
FGFR3	1	NONE	InTOgen
BRCA1	1	Olaparib	OncoKB
USP6	3	NONE	InTOgen
KRAS	2	NONE	InTOgen
ABL2	1	NONE	InTOgen
CCND2	2	NONE	InTOgen
BRAF	1	Vemurafenib, Dabrafenib, Dabrafenib + Trametinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib;Vemurafenib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib, Vemurafenib + Cobimetinib, Trametinib;Vemurafenib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib, Vemurafenib + Cobimetinib, Trametinib;Vemurafenib;Vemurafenib;Vemurafenib;Vemurafenib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib, Vemurafenib + Cobimetinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib, Vemurafenib + Cobimetinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib, Vemurafenib + Cobimetinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib, Vemurafenib + Cobimetinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib;NONE	OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;InTOgen
AKT1	2	AZD5363;AZD5363;NONE	OncoKB;OncoKB;InTOgen
NTRK2	1	NONE	InTOgen
EIF4G3	3	NONE	InTOgen
F8	3	NONE	InTOgen
CLCC1	3	NONE	InTOgen
PAX5	3	NONE	InTOgen
NOTCH1	2	NONE	InTOgen
PDGFRA	1	Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Dasatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib	OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB
SMO	1	NONE	InTOgen
ACSL3	3	NONE	InTOgen
AKT3	2	NONE	InTOgen
PLCB1	3	NONE	InTOgen
PPP2R5C	3	NONE	InTOgen
ACACA	3	NONE	InTOgen
RHOA	3	NONE	InTOgen
EPHA4	1	NONE	InTOgen
TSC1	1	Everolimus;NONE	OncoKB;InTOgen
TRIP10	3	NONE	InTOgen
COL1A1	3	NONE	InTOgen
HGF	1	NONE	InTOgen
PCSK5	3	NONE	InTOgen
CCND3	2	NONE	InTOgen
WNT5A	3	NONE	InTOgen
KALRN	3	NONE	InTOgen
MAT2A	3	NONE	InTOgen
IDH1	2	AG-120;AG-120;AG-120;AG-120;NONE	OncoKB;OncoKB;OncoKB;OncoKB;InTOgen
PTPN11	3	NONE	InTOgen
RET	1	NONE	InTOgen
LNPEP	3	NONE	InTOgen
CUX1	3	NONE	InTOgen
NF1	1	NONE	InTOgen
ARFGAP1	3	NONE	InTOgen
TAOK2	1	NONE	InTOgen
PCSK6	3	NONE	InTOgen
GNAS	3	NONE	InTOgen
FCRL4	3	NONE	InTOgen
MDM2	2	NONE	InTOgen
PLCG1	3	NONE	InTOgen
ARFGEF2	3	NONE	InTOgen
NRAS	2	Selumetinib + Radioiodine Uptake Therapy;Ribociclib + binimetinib, binimetinib;NONE	OncoKB;OncoKB;InTOgen
AURKA	1	NONE	InTOgen
MLL	1	NONE	InTOgen
ADAM10	3	NONE	InTOgen
PLXNB2	3	NONE	InTOgen
CTNNB1	3	NONE	InTOgen
SPOP	3	NONE	InTOgen
PTPRF	3	NONE	InTOgen
MAP2K1	1	NONE	InTOgen
EGFR	1	Afatinib, Erlotinib, Gefitinib;Erlotinib, Afatinib, Gefitinib;Afatinib, Erlotinib, Gefitinib;Erlotinib, Afatinib, Gefitinib;Afatinib, Erlotinib, Gefitinib;Gefitnib, Afatinib, Erlotinib;Afatinib, Erlotinib, Gefitinib;Erlotinib, Afatinib, Gefitinib;Osimertinib;Afatinib, Erlotinib, Gefitinib;Erlotinib, Afatinib, Gefitinib;Afatinib, Erlotinib, Gefitinib;NONE	OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;InTOgen
HDAC9	1	NONE	InTOgen
ROS1	1	NONE	InTOgen
MAP3K4	1	NONE	InTOgen
EPHA1	1	NONE	InTOgen
NDRG1	3	NONE	InTOgen
NCOR2	1	NONE	InTOgen
ADCY1	3	NONE	InTOgen
NR2F2	3	NONE	InTOgen
MDM4	3	NONE	InTOgen
TNPO1	3	NONE	InTOgen
ERCC2	2	Cisplatin	OncoKB
CCNE1	2	NONE	InTOgen
AHR	3	NONE	InTOgen
TAF1	3	NONE	InTOgen
PGR	1	NONE	InTOgen
HSP90AA1	1	NONE	InTOgen
CCND1	2	NONE	InTOgen
PIK3CA	2	alpelisib;NONE	OncoKB;InTOgen
NOTCH2	2	NONE	InTOgen
PTPRU	3	NONE	InTOgen
FLT3	1	NONE	InTOgen
ALK	1	NONE	InTOgen
EZH2	3	Tazemetostat, GSK126	OncoKB
NFE2L2	3	NONE	InTOgen
PIK3R3	3	NONE	InTOgen
DHX9	3	NONE	InTOgen
ERBB3	1	NONE	InTOgen
ESR1	3	GDC-0810;GDC-0810	OncoKB;OncoKB
ERBB2	1	ado-trastuzumab emtansine, Pertuzumab + Trastuzumab, Lapatinib, Trastuzumab;Trastuzumab;NONE	OncoKB;OncoKB;InTOgen
ZNF814	3	NONE	InTOgen
ARID4A	3	NONE	InTOgen
ZNF638	3	NONE	InTOgen
