PDGFRA	1	Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Dasatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib	OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB
FGFR1	2	AZD4547;Dovitinib	OncoKB;OncoKB
MET	1	Crizotinib;Crizotinib;Crizotinib;Crizotinib;Crizotinib;Crizotinib;Crizotinib;Crizotinib;Crizotinib	OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB
ERCC2	2	Cisplatin	OncoKB
TSC1	1	Everolimus	OncoKB
PIK3CA	2	alpelisib	OncoKB
BRCA2	1	Olaparib	OncoKB
FLT3	2	Sorafenib	OncoKB
ALK	2	Brigatinib;Brigatinib	OncoKB;OncoKB
EZH2	3	Tazemetostat, GSK126	OncoKB
PTEN	3	LY3023414 + Enzalutamide;Olaparib;AZD8186	OncoKB;OncoKB;OncoKB
ARAF	2	Sorafenib;Sorafenib	OncoKB;OncoKB
TSC2	1	Everolimus	OncoKB
IDH1	2	AG-120;AG-120;AG-120;AG-120	OncoKB;OncoKB;OncoKB;OncoKB
FGFR2	2	Dovitinib	OncoKB
ESR1	3	GDC-0810;GDC-0810	OncoKB;OncoKB
ERBB2	1	ado-trastuzumab emtansine, Pertuzumab + Trastuzumab, Lapatinib, Trastuzumab;Trastuzumab	OncoKB;OncoKB
IDH2	2	AG-221	OncoKB
NF1	3	Trametinib;Trametinib;PLX3397, binimetinib	OncoKB;OncoKB;OncoKB
