MUC1	2	SAR-566658;AS-1402;GO-203-2c;ImMucin;G0-203-2c;MUC1-Poly-ICLC;BrevaRex;Yttrium (90Y) clivatuzumab tetraxetan;Anti-MUC1 mAb;PankoMab-GEX;ONT-10;Emepepimut-S;Emepepimut-S;ICO-25;TG-4010;MUC-1 dendritic cancer vaccine	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
KIF11	2	ALN-VSP;EMD-534085	TTD;TTD
EPAS1	2	EZN-2968	TTD
BCL2	1	GDC-0199;Irofulven/Taxotere;MCI-186;Obatoclax;Gossypol;Oral paclitaxel;Oblimersen;Oblimersen;Liposomal encapsulated paclitaxel (LEP);ABT-263;RX-5902;AI-850;Taxol/Paraplatin/Herceptin;Pc4 (topical formulation;PI-88/Taxotere;RG7601	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
NFKB2	1	L-ornithine phenylacetate;Act1;Curaxin CBLC102;Vadimezan;Sulfasalizine;Avrina;LC-1;Triptolide;Triptolide;Recoflavone eye drops;PS-341;PG-490-88;GMX1777;SIM-916;AS602868;P-1;XP-23829	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
NOTC4	2	LY3039478	TTD
STS	2	PGL-2001;COUMATE;STX 64;PGL-2	TTD;TTD;TTD;TTD
VDAC3	2	PRLX93936	TTD
TGFB2	2	Belagenpumatucel-L;Belagenpumatucel-L;Ranagengliotucel-T	TTD;TTD;TTD
SDF1	2	SDF-1;NOX-A12;MyoCell SDF-1	TTD;TTD;TTD
TNF11	1	CEP-37251;Denosumab;Denosumab;Denosumab;ALX-0141	TTD;TTD;TTD;TTD;TTD
RNF34	2	RNF43-721	TTD
TOP1M	1	INTOPLICINE;ELOMOTECAN HYDROCHLORIDE;Belotecan hydrocholoride;Sphingosomal topotecan;GL-331;BECATECARIN;Camptothecin;NK-611;Liposomal lurtotecan;TAS-103;Topetecan;NC-190;Teloxantrone;S-16020-2;XB-947;XK-469;Beta-Lapachone;Irinotecan;Finafloxacin;Topotecan;PYRAZOLOACRIDINE;CKD602;SN-38	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
NTRK1	2	MIM-D3;PLX7486;Lestaurtinib;Lestaurtinib;Lestaurtinib;Lestaurtinib;RXDX 101;AZD6918;AZD6918;CT 327;DS-6051;LOXO-101	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
TNR16	2	CXB-909;SAR164877;PF-4383119;PF-4383119;NsG-0202;SPI-205;Org-2766;Fulranumab;Fulranumab;Fulranumab;ABT-110	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
TNR12	2	RO-5458640;Enavatuzumab;BIIB 023	TTD;TTD;TTD
TBB1	1	Oral paclitaxel;AI-850;PI-88/Taxotere;Liposomal encapsulated paclitaxel (LEP);Irofulven/Taxotere	TTD;TTD;TTD;TTD;TTD
CDK6	1	Palbociclib;G1T28-1;LY2835219;PD-0332991;Capridine-beta;LEE011	TTD;TTD;TTD;TTD;TTD;TTD
PTEN	3	LY3023414 + Enzalutamide;Olaparib;AZD8186	OncoKB;OncoKB;OncoKB
ITAV	2	Abituzumab;TR-14035;IMGN-388	TTD;TTD;TTD
NOX1	2	GKT-137831	TTD
TR10B	2	LBY-135;HGS-TR2J;RhApo2L/TRAIL;Conatumumab;Lexatumumab	TTD;TTD;TTD;TTD;TTD
ARAF	2	Sorafenib;Sorafenib	OncoKB;OncoKB
ADA10	2	Aderbasib	TTD
MPRI	2	Juvidex;PXS-25	TTD;TTD
MMP7	2	BMS 275291;Prinomastat;Prinomastat;Marimastat;Marimastat	TTD;TTD;TTD;TTD;TTD
PGFRA	1	E-3810;SRI-62-834;Lenvatinib mesylate;CEP-2563;Famitinib;Olaratumab;Olaratumab;Olaratumab;Olaratumab;XL-820;CDP-860;TAK-593;SNN-0031;MEDI-575	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
DHB1	2	Dihydrotestosterone	TTD
NPM	2	IPP-204106	TTD
CHK1	2	RG7741;SAR-020106;LY2606368;7-hydroxystaurosporine;LY2603618;LY2603618;UCN-01;LY2606368 MsOH H2O;XL844;GDC-0575;GDC-0575;GDC-0575;RG7602;RG7602;RG7602;GDC-0425;GDC-0425;GDC-0425;SCH-900776;PF-477736;PF-477736;AZD7762	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
NECT4	2	ASG-22ME	TTD
MDR1	2	ONT-093;ELACRIDAR;BRECANAVIR;EDP-322;W-198	TTD;TTD;TTD;TTD;TTD
IDH2	2	AG-221	OncoKB
DAF	2	Coxsackievirus A21;PAT-SC1;Onyvax-105	TTD;TTD;TTD
NCPR	2	Encapsulated cells	TTD
AICDA	2	JX-929	TTD
RIR2	2	Gemcitabine prodrug;Gallium maltolate;Motexafin gadolinium;Motexafin gadolinium;LY-2334737;CO-101	TTD;TTD;TTD;TTD;TTD;TTD
MMP13	2	CIPEMASTAT;RS-130830;compound 1;Apratastat;CURCUMIN	TTD;TTD;TTD;TTD;TTD
TIE2	2	CEP-7055;Altiratinib;CEP-11981;AKB-9778;ARRY-614;ARRY-614	TTD;TTD;TTD;TTD;TTD;TTD
GPA33	2	HuA33;Radiolabelled-huA33;KRN-330	TTD;TTD;TTD
SODC	2	Coprexa;Superoxide dismutase;ATN-224;Tempol;APN-201;EUK-189;Midismase;PC-SOD	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
RAF1	2	Semapimod;CKI-27;LGX818;RAF265;SPN-803;LErafAON;LY3009120;MLN2480;MLN2480;MLN2480;ICo-007;RG7304;RO-5126766	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
TLR6	2	MALP-2S	TTD
PPBT	1	Asfotase alfa;Levamisole	TTD;TTD
CDKN2A	3	Palbociclib + Letrozole;Palbociclib	OncoKB;OncoKB
Q16189	1	STI571	TTD
STEA1	2	RG7450	TTD
MP2K2	2	MSC1936369B	TTD
S39A6	2	SGN LIV1A	TTD
KS6B1	2	LY-2584702;LY2780301;LYS-6KAKT1;MSC2363318A;XL418;PF-4708671	TTD;TTD;TTD;TTD;TTD;TTD
FNTA	2	CP-609,754;L-778123;SCH66336;Zarnestra;Lonafarnib;BMS214662	TTD;TTD;TTD;TTD;TTD;TTD
PTCH1	2	Sonidegib;Sonidegib, Vismodegib	OncoKB;OncoKB
EDNRA	1	Clazosentan;ENRASENTAN;FR139317;ZD-1611;PF-1228305;sparsentan;Darusentan;J-104132;Bosentan;Ambrisentan;TBC 11251 (TBC);Zibotentan;BMS-193884;EDONENTAN HYDRATE;SB-234551;TBC-3711;LU302146;BMS-248360;Avosentan;Avosentan;PD-145065;Atrasentan;A-216546;YM-598;97-139;SB-209670;Macitentan;ABT-627;BQ-123;Sitaxsentan	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
APEX1	2	APX-3330	TTD
PSCA	2	Anti-PSCA mAb;Anti-PSCA mAb	TTD;TTD
LKHA4	1	DG051;Bestatin	TTD;TTD
MP2K1	1	RDEA-436;E6201;Trametinib;MSC1936369B	TTD;TTD;TTD;TTD
IGF1R	1	KW-2450;R1507;Cyclolignan picropodophyllin;AVE-1642;Cixutumumab;Cixutumumab;Cixutumumab;RG-7010;TT-100;AEW-541;Mecasermin;Mecasermin;HF-0299;Figitumumab;BI-836845;BI-836845;BIIB 022;BIIB 022;BIIB 022;OSI-906;AXL-1717;AMG 479;Somatomedin-1;MK-0646;MM-141;Rinfabate	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
ANDR	2	RU-58841;ISIS-AR;EZN-4176;ONAPRISTONE	TTD;TTD;TTD;TTD
GAST	2	G17DT	TTD
TNR9	2	Urelumab;PF-05082566;PF-05082566;Anti-CD137	TTD;TTD;TTD;TTD
MMP3	2	BAY-12-9566;PG-530742;RS-130830;PG-116800;CIPEMASTAT;Galardin	TTD;TTD;TTD;TTD;TTD;TTD
GEM	2	Lirilumab	TTD
FGFR1	2	AZD4547;Dovitinib;AM-001;SU-6668;Brivanib;Brivanib;KW-2449;FGF-1;E-3810;JNJ-42756493;Sulfatinib;SPI-205;BGJ398;FP-1039;AZD4547;ARQ-087;MK-2461;Nintedanib;Nintedanib;Nintedanib	OncoKB;OncoKB;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
PDE2A	2	ND7001;CP-461	TTD;TTD
MET	1	Crizotinib;Crizotinib;Crizotinib;Crizotinib;Crizotinib;Crizotinib;Crizotinib;Crizotinib;Crizotinib	OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB
AK1C3	1	Flufenamic Acid;ASP-9521	TTD;TTD
CSF2R	1	Pancreatic cancer vaccine;Myeloma cancer vaccine;AFTVac;Pixykine;Mavrilimumab;Colorectal cancer vaccine;Sargramostim;Molgramostim;Leukemia cancer vaccine;KH-901;MOR-103;B-cell lymphoma vaccine;B-cell lymphoma vaccine;GM-CSF cancer vaccine	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
CHK2	2	XL844;E7850	TTD;TTD
ATR	2	AZD6738;VX-970	TTD;TTD
JUN	2	T-5224	TTD
SC5A5	2	Ad5CMV-NIS	TTD
VGFR2	1	VATALANIB;Fruquintinib;Tivozanib;Famitinib;NERATINIB;Cediranib;Cediranib;Elpamotide;XL880;XL880;Altiratinib;Delphinidin;PF-00337210;E-3810;PTK787 /ZK-222584;BMS-690514;PD-153035;CYC116;CT-322;Regorafenib;Ramucirumab;OSI-930;Vandetanib;ASP4130;Axitinib;E 7080;Cabozantinib;Cabozantinib;Cabozantinib;Cabozantinib;Cabozantinib;Aflibercept;SU-6668;E-7050;Motesanib;Pazopanib HCl;BAY-57-9352;XL999;OCV-101;4SC-203;IMC-1C11;OTSGC-A24;Anti-VEGFR2 CD8 cell therapy;KRN633;Pegdinetanib;SU-14813;Sulfatinib;Sunitinib;Sunitinib;YN-968D1;CEP-7055;MK-2461;Alacizumab pegol;CP-547632;CP-547632	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
BIRC2	2	Birinapant;GDC-0152;Debio 1143	TTD;TTD;TTD
CD276	2	124I-8H9;MGA271;MGA271	TTD;TTD;TTD
M3K9	2	CEP1347	TTD
CATK	1	SAR-114137;Balicatib;BOCEPREVIR;Relacatib;Relacatib;Odanacatib;MIV-701;MK-0822;ONO-5334;VEL-0230	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
ITB1	2	131I-radretumab;R411;JSM 6427;TR-14035;ATN-161	TTD;TTD;TTD;TTD;TTD
BRCA2	1	Olaparib	OncoKB
CDK9	2	SCH 727965;SNS-032;BAY 10-00394;ZK 304709;P276-00;RGB-286638	TTD;TTD;TTD;TTD;TTD;TTD
OXYR	1	Barusiban;GSK-221149A;GSK221149;GSK-557296;Carbetocin;L-368899;FE-202767;TT-235;PF-3274167	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
DPYD	2	RO-09-4889;FL-386;Eniluracil	TTD;TTD;TTD
TTK	2	BAY1161909	TTD
CAH6	2	COUMATE;INDISULAM;CURCUMIN	TTD;TTD;TTD
ASGL1	2	Calaspargase pegol;Calaspargase pegol;GRASPA	TTD;TTD;TTD
NRP1	2	RG7347	TTD
LEG3	2	GR-MD-02	TTD
FAK1	2	VS-4718;PF-562271;CEP-37440;PF-4554878;VS-6063;GSK-2256098	TTD;TTD;TTD;TTD;TTD;TTD
PAK4	2	PF-3758309	TTD
A4	1	BAN2401;11C-6-Me-BTA-1;UB-311;Tramiprosate;ELND005;ELND005;CPHPC;NIC5-15;R1450;E-2212;PF-05236812;Begacestat;Ponezumab;GSI-136;GSK933776A;AD-03;GSK933776;GSK933776;RG1450;DWP-09031;RN6G;Semagacestat;Bapineuzumab;ACI-24;ALZ-801;FRM-0962;Solanezumab;Anti-Abeta;Florbetapir F-18;AN-1792;SPI-014;CURCUMIN;RO-4929097;Crenezumab;V-950;Anti-N3pG-Abeta antibody;AAB-003/PF-05236812;RG7412;BMS-708163;Affitope AD-01;BIIB037;CAD-106;Affitope AD-02;11C-AZD-2184;NI-101	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
TSC2	1	Everolimus	OncoKB
IL4RA	2	SAR-156597;PRX-321;Aerovant;Dupilumab;Pascolizumab;SAR231893;SAR231893;AMG 317	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
NF2L2	2	OT-551;ABT-RTA-408	TTD;TTD
CSF3R	1	PLX-5622;MK-6302;PLX-3397;DA-3031;IMC-CS4;Filgrastim-SNDZ;JNJ-40346527;Neugranin;PKC-412;Peg-G-CSF;FPA-008;ARRY-382;MLN-518;Pegfilgrastim;RG7155;PD-360324;SBC-014;Long-acting GCSF conjugate;AX-200;Filgrastim;MCS-110;Tbo-Filgrastim;SPI-2012;SPI-2012;AMG 820;AMG 820;AMG 820;PLX7486;MK-4214;MAXY-G34	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
HDAC2	2	CHR-3996;CI-994	TTD;TTD
FGFR2	2	Dovitinib	OncoKB
MAGA3	2	Polynoma-1;IDM-2101;Astuprotimut-R;Astuprotimut-R;Astuprotimut-R;Astuprotimut-R;Melanoma vaccine	TTD;TTD;TTD;TTD;TTD;TTD;TTD
NAMPT	2	CHS-828;Daporinad	TTD;TTD
FINC	2	AS1409;L19-TNF-alpha	TTD;TTD
MMP8	1	Doxycycline;CIPEMASTAT	TTD;TTD
NOTC2	2	Tarextumab	TTD
MGMT	2	O6-Benzylguanine alkylade	TTD
KIT	1	Imatinib;Nilotinib, Sorafenib;Imatinib;Imatinib;Imatinib;Sunitinib;Regorafenib, Sunitinib, Imatinib;Imatinib;Sunitinib;Nilotinib, Dasatinib;Nilotinib;Sunitinib, Imatinib;Imatinib;Imatinib;Sunitinib, Imatinib;Sorafenib;Nilotinib;Imatinib;Nilotinib, Dasatinib, Sorafenib;Imatinib;Regorafenib, Sunitinib;Imatinib;Sunitinib;Dasatinib, Sorafenib;Dasatinib;Dasatinib;Nilotinib, Sorafenib;Nilotinib;Regorafenib;Sunitinib, Imatinib;Sunitinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Nilotinib, Sorafenib;Regorafenib;Regorafenib, Sunitinib, Imatinib;Imatinib;Sunitinib;Dasatinib;Imatinib;Nilotinib;Sunitinib;Sunitinib;Sunitinib, Imatinib;Imatinib;Sorafenib;Imatinib;Sunitinib, Imatinib;Regorafenib, Sunitinib, Imatinib;Imatinib;Sunitinib;Nilotinib, Dasatinib;Regorafenib, Sunitinib, Imatinib;Imatinib;Regorafenib;Imatinib;Regorafenib, Sunitinib, Imatinib;Imatinib;Imatinib;Imatinib;Dasatinib;Imatinib;Sunitinib, Imatinib;Imatinib;Nilotinib;Imatinib;Imatinib;Imatinib;Sunitinib;Sunitinib;MP470;Ponatinib;OSI-930;XL-820;Regorafenib;Motesanib;Pazopanib HCl;Famitinib;AMG-191;Lenvatinib mesylate;PLX-3397	OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
ESR2	1	AUS-131;MF-101;Premarin/Pravachol;ERB-196;Estrogen;HEXESTROL;ONAPRISTONE;VG-101;Conjugated Estrogens;Conjugated Estrogens;ARZOXIFENE;Erteberel;ERB-041;BITHIONOL;EM-800;ERB-257	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
LYN	2	JNJ-26483327;Bafetinib;Bafetinib;Bafetinib	TTD;TTD;TTD;TTD
BRCA1	1	Olaparib	OncoKB
GON1	1	Ozarelix;Norelin;Abarelix	TTD;TTD;TTD
ANGP1	2	AMG 780;AMG 386	TTD;TTD
FNTB	2	L-778123	TTD
NEP	1	SCH-32615;GW-796406;Candoxatril;Pfizer 4;SCH-42495;SLV-338;Ilepatril;Candoxatrilat;Debio 0827;SLV-334;GSK 796406;M-100240;LCZ696;SLV 306;SLV 306	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
TBA1C	2	OC-10X;ALB-109564(a);Verubulin;Plinabulin;ABI-011;ABI-011;BNC-105	TTD;TTD;TTD;TTD;TTD;TTD;TTD
KRAS	3	Selumetinib + Docetaxel	OncoKB
CD27	2	CDX-1127;CDX-1127;CDX-1127;CDX-1127	TTD;TTD;TTD;TTD
MK08	2	REIC gene therapy;REIC gene therapy;NKP-1339;AM-111;CC-401	TTD;TTD;TTD;TTD;TTD
BRAF	1	Vemurafenib, Dabrafenib, Dabrafenib + Trametinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib;Vemurafenib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib, Vemurafenib + Cobimetinib, Trametinib;Vemurafenib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib, Vemurafenib + Cobimetinib, Trametinib;Vemurafenib;Vemurafenib;Vemurafenib;Vemurafenib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib, Vemurafenib + Cobimetinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib, Vemurafenib + Cobimetinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib, Vemurafenib + Cobimetinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib, Vemurafenib + Cobimetinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib;Vemurafenib, Dabrafenib, Dabrafenib + Trametinib	OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB
CEAM3	1	Arcitumomab;Arcitumomab	TTD;TTD
DNM3B	2	CURCUMIN	TTD
AKT1	2	AZD5363;AZD5363;VQD-002;Rigosertib;GSK2141795;GSK2141795;GSK2141795;BAY1125976;Trametinib + 2141795;XL418;CI-1033;LYS-6KAKT1;GSK690693;GDC-0068;GSK2110183;Triciribine prodrug;Afuresertib;ARQ 092;ARQ 092;Enzastaurin;Enzastaurin;Enzastaurin;Enzastaurin;TCN-P;AR-12;AR-12;AR-12;Perifosine;CMX-2043;SR13668;AZD5363;LY-2780301;MK-2206;MK-2206;RG7440;LY2780301;MSC2363318A;RX-0201	OncoKB;OncoKB;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
CADH3	2	PF-3732010	TTD
PDGFRA	1	Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Dasatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib;Imatinib	OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB;OncoKB
PRL	2	NTx-488	TTD
CSK21	2	CX-4945;CIGB-300	TTD;TTD
KLK3	2	Rilimogene galvacirepvec;Motexafin lutetium;PRX-302;ProstaVac	TTD;TTD;TTD;TTD
EPHA2	2	DS-8895;MEDI-547	TTD;TTD
RHOA	2	ES-285	TTD
CTG1B	2	CV-9201;NY-ESO-1 vaccine;Melanoma vaccine;CDX-1401;GSK-2241658A;NY-ESO-1 vaccine	TTD;TTD;TTD;TTD;TTD;TTD
CAH12	2	CURCUMIN;INDISULAM;COUMATE	TTD;TTD;TTD
TERT	2	GV1001;OBP-301;OBP-301;OBP-301;OBP-301;GRNVAC1;TeloB-Vax;TeloB-Vax;CB-10-01;CB-10-01	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
HIF1A	2	IT-101;ENMD-1198;CRLX101;CRLX101;HIF-1alpha;HIF-1alpha;PX-478	TTD;TTD;TTD;TTD;TTD;TTD;TTD
TSC1	1	Everolimus	OncoKB
RARB	2	Tamibarotene	TTD
Q96CG0	2	TRC 105;TRC 105;TRC 105	TTD;TTD;TTD
GRPR	2	RC-3095;ASP-7147;177Lu-AMBA;GSK1292263;GSK1292263;BIM-26226	TTD;TTD;TTD;TTD;TTD;TTD
PRGR	1	NPC-01;ONAPRISTONE;Virexxa;Vilaprisan;Levonorgestrel;Asoprisnil;Etonogestrel;PF-2413873;Telaprevir;Androgen restored contraceptive;MK-8342;Telapristone;Norgestimate;Megestrol;Norgestrel;Norgestrel;Nestorone transdermal spray;Medroxyprogesterone;Progesterone;Tosagestin;Ulipristal;Norethindrone;Dydrogesterone;S-PRAnt;Org-31710;Ethynodiol Diacetate;Desogestrel	TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD;TTD
